42944,3.52E+15,221,12503675,72792338456,8.90E+17
52983,4.65E+15,242,12487262,1.88E+11,2.19E+18
30070,5.32E+15,55,12457343,2.07E+11,2.31E+18
17263,3.21E+15,67,12459195,28883915809,2.91E+17
42828,4.59E+15,164,12487404,94058635082,1.07E+18
54330,3.58E+15,224,12482153,65778268348,8.36E+17
55296,3.32E+15,250,12494441,36123384032,5.65E+17
29878,5.21E+15,146,12416285,1.72E+11,1.96E+18
37009,3.38E+15,194,12456233,1.05E+11,1.30E+18
35955,5.43E+15,151,12493086,85421854533,1.04E+18
44947,4.60E+15,244,12497671,2.05E+11,2.48E+18
26009,5.18E+15,110,12509021,1.02E+11,1.31E+18
22379,3.38E+15,125,12336332,25061024121,2.58E+17
53692,4.34E+15,248,12491366,62362214229,7.76E+17
55659,3.71E+15,238,12479163,80477068986,9.19E+17
48122,3.28E+15,189,12520542,64272953625,8.34E+17
51862,3.62E+15,232,12450945,79890834504,1.01E+18
41462,3.62E+15,163,12445384,38724507753,4.70E+17
53777,5.38E+15,133,12495974,1.37E+11,1.68E+18
41076,3.27E+15,183,12424268,83286300957,9.47E+17
49504,3.45E+15,218,12463954,76596542469,9.27E+17
46025,3.63E+15,193,12496353,66461815140,8.11E+17
42440,3.39E+15,134,12256879,24348291218,2.87E+17
45078,3.48E+15,244,12485933,67851163312,8.52E+17
49613,4.43E+15,171,12490448,70286559643,8.18E+17
14953,3.58E+15,77,12484367,38175766684,2.33E+17
47382,3.50E+15,188,12501139,1.11E+11,1.58E+18
28427,4.95E+15,130,12452774,1.48E+11,1.71E+18
42713,5.58E+15,128,12498022,1.06E+11,1.31E+18
56072,5.22E+15,383,12542891,2.22E+11,2.79E+18
33768,5.23E+15,136,12474646,2.06E+11,2.54E+18
42387,5.03E+15,149,12476184,1.16E+11,1.41E+18
37364,3.41E+15,158,12444521,1.17E+11,9.69E+17
38077,3.60E+15,149,12489617,56796632797,7.56E+17
39345,4.66E+15,169,12495919,1.13E+11,1.37E+18
48751,3.90E+15,168,12474729,1.73E+11,2.10E+18
51221,4.41E+15,176,12484486,68114922604,8.68E+17
30325,3.37E+15,148,12470452,47298151099,5.65E+17
37244,3.25E+15,127,12496521,41536217507,5.01E+17
36476,5.50E+15,177,12505499,1.45E+11,1.80E+18
19003,3.34E+15,63,12471147,48078171590,3.83E+17
45496,3.26E+15,226,12284174,95520657204,1.20E+18
47447,3.36E+15,179,12397424,41729133967,5.13E+17
46948,3.32E+15,173,12314896,35676497106,4.42E+17
45396,3.62E+15,176,12499758,51531246531,5.54E+17
54582,3.59E+15,210,12487114,32080626553,3.94E+17
50522,3.51E+15,233,12490360,65152784473,8.03E+17
51608,3.87E+15,233,12458132,40537288869,4.42E+17
51654,3.24E+15,166,12484396,63015882659,7.07E+17
48964,5.29E+15,165,12454834,1.57E+11,1.76E+18
66361,3.70E+15,153,12493703,71974753746,8.90E+17
48102,3.67E+15,248,12340946,92012321265,1.17E+18
48436,4.51E+15,314,12467995,65933869968,8.92E+17
48722,3.35E+15,159,12498126,40147032773,4.48E+17
21166,3.51E+15,118,12434315,68317011864,7.74E+17
44478,3.47E+15,225,12359814,42223655054,4.93E+17
33770,3.27E+15,164,12511699,81458628065,9.91E+17
42370,3.33E+15,230,12492008,53238608326,6.46E+17
26893,3.38E+15,103,12420646,50574875815,6.03E+17
49869,4.98E+15,178,12445816,1.78E+11,2.06E+18
46345,3.73E+15,228,12418072,87562387298,9.87E+17
47348,3.43E+15,257,12495368,62803014783,7.36E+17
58635,4.12E+15,183,12445296,59842463858,6.97E+17
44580,3.39E+15,208,12156398,63698484958,7.70E+17
45195,4.29E+15,224,12490310,1.49E+11,1.35E+18
50619,3.32E+15,141,12477835,23965777310,2.89E+17
46086,5.46E+15,220,12483508,1.89E+11,2.32E+18
45952,5.15E+15,198,12485342,1.36E+11,1.67E+18
30751,4.63E+15,137,12461565,71966621225,8.25E+17
44152,4.62E+15,267,12487490,1.05E+11,1.69E+18
55848,3.42E+15,146,12221676,38357490163,4.32E+17
47364,3.45E+15,218,12486819,58500546014,6.53E+17
52859,5.13E+15,318,12461906,83999976541,1.84E+18
6824,3.58E+15,27,12466729,23593459761,1.84E+17
54428,4.02E+15,430,12484277,1.13E+11,1.43E+18
50989,4.51E+15,193,12534491,1.67E+11,2.06E+18
34027,3.31E+15,144,12434220,39708313159,4.55E+17
45279,5.26E+15,223,12517263,1.34E+11,1.61E+18
40930,3.77E+15,121,12486836,73764223073,9.34E+17
44542,4.84E+15,182,12459557,3.09E+11,3.75E+18
44264,4.02E+15,153,12467553,93383882923,1.03E+18
39881,5.35E+15,191,12486918,1.63E+11,2.02E+18
42617,3.56E+15,180,12457836,52117758994,7.01E+17
34605,5.44E+15,134,12454705,73182856748,8.64E+17
54271,4.60E+15,232,12492461,2.27E+11,3.15E+18
46193,3.35E+15,284,12498428,51953917389,6.86E+17
23259,3.36E+15,106,12517320,26653734337,2.41E+17
32932,4.68E+15,145,12496112,1.40E+11,1.69E+18
46821,3.50E+15,243,12488779,76258424382,7.00E+17
39865,3.37E+15,190,12448425,33477033988,3.71E+17
40344,3.55E+15,132,12494289,53028661709,5.98E+17
31493,3.39E+15,157,12455693,79427167918,9.52E+17
51944,5.14E+15,181,12450218,1.50E+11,1.89E+18
30607,5.10E+15,121,12486566,1.59E+11,1.97E+18
38484,3.96E+15,135,12507163,1.24E+11,1.50E+18
44658,5.21E+15,258,12459064,5.83E+11,7.20E+18
11510,4.27E+15,39,12449403,64521625015,6.59E+17
38625,3.24E+15,166,12409523,77120020072,8.73E+17
52567,4.76E+15,125,12505022,1.88E+11,2.10E+18
56194,3.67E+15,163,12491143,64834795506,7.97E+17
33859,3.43E+15,148,11855059,34047840736,3.76E+17
36275,3.74E+15,113,12459590,44673947315,4.28E+17
29131,3.71E+15,92,12472027,50354672351,5.83E+17
50782,3.37E+15,170,12418189,46193503341,5.91E+17
47792,4.31E+15,207,12506620,89199472773,1.10E+18
39630,3.25E+15,177,12439411,28322257317,3.09E+17
49412,4.16E+15,225,12481324,1.62E+11,1.97E+18
48427,4.20E+15,268,12504706,82153757995,1.01E+18
45578,5.23E+15,179,12461888,1.46E+11,1.77E+18
31305,3.47E+15,153,12410993,39075607872,4.35E+17
38339,3.46E+15,161,12500643,1.07E+11,1.18E+18
53992,3.70E+15,234,12481596,85086657543,1.05E+18
54823,5.36E+15,243,12465331,1.91E+11,2.19E+18
51070,4.24E+15,200,12499059,55152650876,6.66E+17
47516,3.30E+15,237,12449236,49638948918,6.98E+17
47258,5.25E+15,163,12475027,1.53E+11,1.83E+18
43086,3.33E+15,242,12388018,46085213304,5.58E+17
36027,4.56E+15,173,12481162,2.92E+11,3.45E+18
49722,5.15E+15,205,12522011,1.62E+11,1.97E+18
35543,3.53E+15,123,12485152,71426511956,8.18E+17
37163,3.54E+15,174,12388021,25677957375,3.04E+17
34960,3.32E+15,159,12461436,37783330921,4.36E+17
62478,3.66E+15,194,12447563,78918481680,1.01E+18
57221,4.13E+15,230,12528971,37282311277,6.87E+17
28927,4.56E+15,135,12483119,1.91E+11,2.44E+18
34754,3.45E+15,149,12459009,60685434501,7.64E+17
33094,3.46E+15,144,12469387,45572639487,5.18E+17
46424,5.04E+15,171,12485638,1.47E+11,1.78E+18
42233,4.60E+15,206,12501788,2.26E+11,2.78E+18
41107,3.54E+15,173,12448183,90252209902,1.10E+18
15032,3.40E+15,52,12471595,24375192676,2.58E+17
46536,5.10E+15,242,12479397,1.69E+11,2.07E+18
42874,3.35E+15,200,12457068,63711427494,7.74E+17
32509,4.11E+15,127,12473046,73389059266,8.17E+17
40912,3.27E+15,228,12470396,40071508386,4.53E+17
39889,5.37E+15,172,12449928,1.95E+11,2.37E+18
61306,3.55E+15,185,12477140,1.02E+11,1.25E+18
51021,5.24E+15,132,12445234,1.03E+11,1.16E+18
36790,3.60E+15,163,12338812,36496915577,4.55E+17
42743,3.48E+15,255,12496187,22086428693,3.48E+17
38375,3.93E+15,187,12431052,2.37E+11,2.86E+18
46591,4.42E+15,179,12438628,1.01E+11,1.17E+18
43724,5.43E+15,194,12486217,78925281319,9.83E+17
31112,5.25E+15,131,12468989,97679221654,1.10E+18
39296,5.23E+15,141,12479391,2.74E+11,3.30E+18
34765,3.51E+15,180,12472976,65314992615,7.47E+17
49777,3.68E+15,209,12481167,1.67E+11,1.42E+18
42963,3.39E+15,233,12369663,31300831447,3.86E+17
50742,5.31E+15,261,12015721,1.97E+11,2.38E+18
56275,3.64E+15,179,12487571,65223302578,7.81E+17
53880,5.50E+15,199,12467312,88946649366,1.05E+18
45358,3.41E+15,235,12446075,31585182814,3.91E+17
28095,3.52E+15,119,12514859,53198652546,6.49E+17
44390,4.71E+15,255,12511440,1.66E+11,2.02E+18
45919,4.16E+15,189,12482681,1.54E+11,1.89E+18
47309,4.83E+15,248,12448728,2.16E+11,2.79E+18
42400,3.31E+15,211,12492377,54147186009,6.89E+17
40536,3.46E+15,199,12486725,39883977450,4.58E+17
62021,4.30E+15,225,12498735,1.02E+11,1.27E+18
48604,3.48E+15,192,12441935,69016652417,8.68E+17
35451,3.23E+15,153,12380928,39478534162,4.85E+17
25469,3.46E+15,101,12447193,3.38E+11,4.17E+18
25395,3.46E+15,134,12484521,62018000176,4.81E+17
47922,3.83E+15,197,12461891,2.87E+11,3.51E+18
44364,3.65E+15,248,12472590,50664821674,5.83E+17
47653,5.34E+15,223,12498168,98995427247,1.25E+18
38529,4.30E+15,158,12454333,67158866065,7.69E+17
44794,4.26E+15,185,12475944,88657935897,1.12E+18
49381,3.71E+15,204,12415996,1.11E+11,1.37E+18
39111,3.67E+15,148,12475021,68667265337,7.24E+17
44434,3.44E+15,151,12480859,41292133735,4.92E+17
47102,3.60E+15,228,12474906,56764435738,8.24E+17
33485,3.33E+15,220,12482429,61283868911,8.55E+17
39494,4.23E+15,131,12496780,85868328677,9.34E+17
43848,4.54E+15,185,12319956,1.85E+11,2.19E+18
39998,3.43E+15,214,12435065,32355267303,4.73E+17
55512,5.08E+15,234,12475278,1.54E+11,1.89E+18
44021,5.30E+15,221,12498026,2.49E+11,2.90E+18
42805,3.57E+15,160,12459132,42042946553,4.81E+17
50247,3.36E+15,237,12487698,2.71E+11,2.34E+18
58341,4.87E+15,203,12504325,1.39E+11,1.65E+18
37647,4.89E+15,173,12500472,4.01E+11,5.05E+18
41763,4.93E+15,177,12450452,1.48E+11,1.72E+18
43525,3.65E+15,194,12483802,58560567804,6.79E+17
52143,3.31E+15,295,12483243,49684055567,6.72E+17
32937,5.25E+15,50,12481408,1.54E+11,1.64E+18
41196,3.34E+15,203,12485494,51072941601,5.76E+17
38442,3.47E+15,99,12471993,21883706257,2.63E+17
40330,3.35E+15,193,12335332,29183901669,3.40E+17
78402,4.66E+15,208,12470317,3.52E+11,4.33E+18
33887,3.42E+15,145,12499815,37527714171,3.67E+17
44512,4.03E+15,264,12469016,83551452801,1.07E+18
55174,5.11E+15,201,12528280,1.89E+11,2.25E+18
53979,3.66E+15,151,12465271,71805291183,9.53E+17
52525,5.32E+15,214,12475495,1.22E+11,1.48E+18
49351,5.21E+15,276,12464533,1.59E+11,1.97E+18
30792,3.72E+15,191,12514465,33487797854,4.43E+17
47469,3.31E+15,221,12505508,33849493545,3.90E+17
42238,3.65E+15,202,12495726,29000942940,3.50E+17
30807,5.24E+15,161,12468676,76706894410,9.44E+17
31203,3.63E+15,150,12456348,30827615314,2.96E+17
44941,3.24E+15,96,12468523,25035996863,2.87E+17
43475,3.16E+15,162,12440606,1.03E+11,1.20E+18
17071,3.79E+15,23,12476291,6.48E+11,8.66E+18
29616,3.31E+15,147,12473104,53369731167,6.51E+17
43778,3.35E+15,285,12491801,39471702209,5.55E+17
31122,5.28E+15,190,12483951,2.60E+11,3.17E+18
43285,4.34E+15,159,12473126,55516933083,6.54E+17
54055,3.77E+15,193,12480909,64223904101,7.55E+17
52137,3.56E+15,191,12489931,48932189405,6.00E+17
37374,3.54E+15,198,12459350,32578653014,4.62E+17
46278,5.48E+15,153,12490542,1.38E+11,1.68E+18
18736,3.35E+15,79,12395254,18653899686,2.05E+17
43348,5.14E+15,149,12486921,2.08E+11,2.27E+18
54956,4.91E+15,358,12490451,1.16E+11,1.88E+18
50045,3.61E+15,217,12492661,48388898247,6.83E+17
52855,3.37E+15,159,12321777,95284521419,1.14E+18
40708,3.38E+15,222,12453043,42932409849,5.17E+17
42935,3.38E+15,235,12500021,60970810345,8.72E+17
51825,4.02E+15,294,12437044,1.48E+11,1.88E+18
38460,3.81E+15,166,12432546,42577594769,4.68E+17
37545,3.52E+15,161,12485284,1.73E+11,1.20E+18
60892,5.47E+15,175,12470336,1.22E+11,1.44E+18
42387,3.31E+15,191,12482032,65714467186,5.34E+17
42873,3.56E+15,229,12490356,1.49E+11,1.91E+18
45127,3.48E+15,246,12472606,58625228374,7.60E+17
38083,4.68E+15,243,12491533,1.69E+11,3.18E+18
41142,3.40E+15,209,12483043,6.80E+11,4.00E+18
12494,3.32E+15,91,12476565,10170329708,2.10E+17
42916,3.49E+15,166,12493441,43769850402,5.07E+17
30661,3.44E+15,147,12156812,40706320105,3.96E+17
46534,3.72E+15,249,12425260,51030071242,6.15E+17
45173,3.84E+15,189,12458467,1.25E+11,1.56E+18
41542,4.59E+15,155,12492469,67887580646,8.12E+17
40954,3.61E+15,118,12430978,45854007539,5.80E+17
51024,5.14E+15,181,12480689,1.12E+11,1.36E+18
41388,5.26E+15,152,12342363,1.59E+11,1.89E+18
40276,4.33E+15,166,12473709,59604519083,7.44E+17
44438,5.14E+15,178,12495279,1.79E+11,2.12E+18
32278,3.62E+15,138,12283440,22939341356,2.76E+17
30481,4.99E+15,158,12507457,1.87E+11,2.27E+18
39158,3.52E+15,210,12445281,42616582907,5.06E+17
46727,4.29E+15,145,12487142,98369224402,1.11E+18
46541,3.61E+15,160,12469430,86059782620,9.68E+17
35661,3.37E+15,155,12480096,32553188870,3.57E+17
75952,3.46E+15,53,12494683,27694961211,2.80E+17
46824,4.90E+15,201,12450353,1.46E+11,1.76E+18
54265,4.61E+15,176,12435522,1.51E+11,1.81E+18
37508,4.37E+15,135,12478946,59175957146,7.06E+17
44338,3.56E+15,225,12495821,32725947008,3.98E+17
44829,3.36E+15,241,12394617,83022906168,1.03E+18
46199,3.97E+15,244,12471971,1.10E+11,2.01E+18
41267,5.05E+15,116,12488461,1.25E+11,1.53E+18
44558,5.23E+15,178,12444562,82085304410,9.91E+17
39485,3.78E+15,225,12474388,1.94E+11,2.41E+18
45345,3.24E+15,176,12508053,98834041850,1.28E+18
44338,3.40E+15,162,12497884,28184579381,3.03E+17
46268,3.73E+15,156,12491824,53059260701,7.43E+17
51036,5.25E+15,186,12479311,1.19E+11,1.43E+18
38811,3.35E+15,137,12480062,28595561443,3.39E+17
35053,3.43E+15,160,12452420,28983136714,3.09E+17
53707,3.54E+15,271,12485078,63776504085,7.93E+17
39073,3.38E+15,173,12466650,1.44E+11,1.65E+18
40259,3.80E+15,213,12471870,1.07E+11,1.28E+18
27985,4.53E+15,96,12429190,1.48E+11,1.73E+18
17382,3.28E+15,69,12481605,35268414845,2.68E+17
35084,4.28E+15,140,12268802,1.13E+11,1.35E+18
45250,5.46E+15,143,12446618,73807049904,8.77E+17
67422,3.56E+15,245,12319939,1.51E+11,2.37E+18
42144,3.44E+15,202,12471723,1.39E+11,1.88E+18
40751,3.34E+15,183,12446096,95390519795,8.00E+17
52484,3.78E+15,312,12478732,1.81E+11,2.46E+18
39509,3.87E+15,223,12476739,79734648867,1.01E+18
42880,3.91E+15,226,12393872,1.96E+11,2.36E+18
45917,3.62E+15,168,12467571,33933258655,3.80E+17
27828,3.43E+15,149,12454516,53546981362,6.07E+17
41268,3.28E+15,193,12453949,40085648737,4.73E+17
45952,5.42E+15,180,12486882,1.08E+11,1.29E+18
43215,3.72E+15,195,12481233,74463796192,8.74E+17
34977,3.41E+15,172,12441156,33050651939,3.72E+17
31890,4.01E+15,70,12486653,63343964640,6.64E+17
50341,3.30E+15,234,12491351,1.69E+11,2.19E+18
35051,3.69E+15,140,12464455,1.14E+11,1.29E+18
31110,3.54E+15,118,12459523,24673566630,2.16E+17
47715,3.35E+15,229,12507841,65788172242,7.77E+17
37800,3.42E+15,136,12181587,22602215893,2.52E+17
35160,3.24E+15,178,12485398,47237359900,7.82E+17
17253,3.23E+15,65,12464332,18310836395,2.10E+17
44837,5.12E+15,207,12461007,1.90E+11,2.40E+18
45850,3.87E+15,233,12468140,98770754972,1.21E+18
18542,3.43E+15,68,12488350,91321279009,1.35E+18
34521,3.56E+15,125,12414128,44739049002,5.20E+17
45884,3.53E+15,250,12450597,1.07E+11,1.30E+18
37297,4.16E+15,121,12464201,60162480371,7.03E+17
41895,3.61E+15,193,12473894,54612979380,7.09E+17
31500,3.39E+15,147,12100665,33435846319,3.90E+17
36390,3.81E+15,148,12483170,78966886503,9.77E+17
38127,3.57E+15,148,12472901,27455076150,3.18E+17
44027,3.31E+15,220,12476349,1.30E+11,1.21E+18
32096,3.76E+15,150,12452263,1.19E+11,1.40E+18
29886,5.39E+15,130,12503191,84472880011,9.74E+17
37096,4.23E+15,171,12503328,76354918909,9.50E+17
39652,3.23E+15,134,12429792,41974715459,3.93E+17
15173,3.83E+15,98,12495025,72649596884,7.65E+17
52297,3.60E+15,213,12514516,65371076016,7.60E+17
47347,3.28E+15,199,12456833,26844886789,3.16E+17
40985,5.52E+15,170,12521659,1.21E+11,1.47E+18
33909,3.32E+15,161,12481848,55456593822,6.16E+17
28181,3.41E+15,114,12475634,32325633098,3.61E+17
57821,4.03E+15,237,12483584,1.06E+11,1.31E+18
40930,3.37E+15,213,12481024,1.53E+11,1.83E+18
36764,4.29E+15,134,12492159,1.05E+11,1.25E+18
54019,4.61E+15,272,12073485,2.84E+11,3.48E+18
40497,3.71E+15,162,12445688,33958457607,3.97E+17
38555,3.70E+15,158,12414864,95141368355,9.27E+17
39666,3.47E+15,204,12463581,48189961241,5.96E+17
33281,3.66E+15,101,12464613,27346679422,3.01E+17
51036,4.81E+15,271,12476198,3.46E+11,4.19E+18
44781,3.33E+15,158,12450470,28808642792,3.72E+17
44936,4.77E+15,138,12476859,1.95E+11,2.39E+18
46469,4.93E+15,255,12487118,1.60E+11,1.86E+18
44438,4.59E+15,148,12460487,67569232746,7.86E+17
37514,3.49E+15,142,12457096,24371331297,3.46E+17
47843,3.51E+15,133,12466105,2.22E+11,2.48E+18
37783,4.56E+15,170,12484765,1.48E+11,1.95E+18
41600,3.63E+15,182,12480358,1.10E+11,1.38E+18
47424,3.64E+15,182,12319438,79279221417,9.15E+17
35274,3.37E+15,104,12463076,1.04E+11,1.19E+18
22692,3.62E+15,95,12474720,44122518551,4.79E+17
30394,4.64E+15,120,12493085,2.13E+11,2.58E+18
42379,3.26E+15,242,12463072,80930489913,1.01E+18
41377,3.39E+15,106,12403981,35562971619,4.25E+17
21826,3.31E+15,92,12477093,63407036134,7.75E+17
43834,4.89E+15,207,12480631,1.34E+11,1.58E+18
28136,3.30E+15,88,12492177,49950588247,4.98E+17
73269,4.79E+15,146,12457254,2.18E+11,2.65E+18
31317,4.09E+15,109,12489593,73268102004,8.17E+17
45482,4.63E+15,227,12490204,2.09E+11,2.52E+18
26430,3.26E+15,111,12473970,1.92E+11,2.31E+18
41323,4.14E+15,227,12483645,61604077167,7.81E+17
50434,3.62E+15,318,12456409,44659492410,5.70E+17
47464,3.49E+15,238,12489218,48248277875,6.46E+17
24340,3.40E+15,115,12491494,26572220658,2.93E+17
48685,4.26E+15,161,12497040,84609117976,1.21E+18
38443,4.14E+15,169,12493510,60863994464,7.76E+17
62274,5.20E+15,169,12511094,1.73E+11,2.11E+18
52609,4.59E+15,336,12454522,63499970812,7.67E+17
52708,4.17E+15,206,12472582,4.17E+11,5.34E+18
54396,3.49E+15,262,12421534,43939155477,5.15E+17
62863,3.45E+15,351,12471447,19737659225,2.98E+17
44985,4.63E+15,165,12456272,1.33E+11,1.64E+18
46196,5.62E+15,190,12489687,1.29E+11,1.65E+18
36471,5.29E+15,176,12490651,6.59E+11,8.09E+18
47155,3.93E+15,204,12496456,98692727988,1.21E+18
38781,3.76E+15,155,12467569,1.05E+11,1.25E+18
38405,3.64E+15,128,12486945,77816480472,8.96E+17
54034,3.46E+15,171,12490811,58865637385,7.32E+17
46246,3.41E+15,145,12432940,1.72E+11,2.68E+18
31424,3.66E+15,101,12495664,55037482296,5.61E+17
51177,5.06E+15,255,12479094,1.93E+11,2.32E+18
41250,4.77E+15,207,12425877,3.72E+11,4.47E+18
36425,5.14E+15,172,12454601,2.00E+11,2.43E+18
40207,3.33E+15,155,12455072,19082885238,2.37E+17
42164,4.16E+15,139,12457995,46017168873,5.30E+17
32021,3.65E+15,97,12431008,76098372364,9.30E+17
31148,3.42E+15,162,12430934,1.04E+11,1.26E+18
28179,3.32E+15,97,12490447,34067485522,3.79E+17
35998,5.18E+15,137,12478594,1.33E+11,1.63E+18
31762,3.30E+15,163,12479449,36876629429,4.24E+17
34820,4.36E+15,156,12473235,1.23E+11,1.49E+18
31099,3.38E+15,153,12466762,35874178882,4.01E+17
40267,3.41E+15,158,12455118,65845670641,5.41E+17
38396,3.40E+15,136,12488038,32237705421,4.03E+17
21434,3.89E+15,108,12462362,53897850701,5.75E+17
32290,4.89E+15,97,12480933,1.36E+11,1.54E+18
49143,3.74E+15,404,11868152,38674755740,5.07E+17
27524,3.56E+15,120,12463273,58672485482,7.16E+17
39000,3.43E+15,139,12471514,47188209410,5.71E+17
37915,3.58E+15,187,12501497,50229195590,6.24E+17
53792,5.51E+15,194,12488259,1.91E+11,2.20E+18
46891,3.35E+15,185,12467386,66183594357,7.87E+17
42752,3.32E+15,189,12472285,30388356338,3.07E+17
47178,3.32E+15,219,12504974,3.66E+11,3.23E+18
53134,3.67E+15,182,12454036,90901003989,1.09E+18
39266,3.57E+15,196,12498500,28566695094,3.31E+17
37544,3.24E+15,133,12450498,29871648627,4.53E+17
48927,5.01E+15,245,12497097,1.71E+11,2.12E+18
51685,3.61E+15,222,12411506,68563166192,7.85E+17
44527,3.26E+15,213,12470316,33360794181,4.64E+17
34916,3.29E+15,128,12466019,1.97E+11,2.29E+18
38524,5.28E+15,156,12500550,1.16E+11,1.45E+18
32546,3.31E+15,151,12466435,44950083088,4.88E+17
38155,3.53E+15,182,12419201,1.04E+11,1.23E+18
47853,3.65E+15,217,12445420,77439241550,9.17E+17
57106,4.11E+15,120,12464790,56434416765,7.30E+17
41271,5.26E+15,171,12419683,1.90E+11,2.09E+18
36754,3.62E+15,158,12462812,24990166268,2.83E+17
39940,3.51E+15,215,12503355,27209679442,3.59E+17
47528,5.00E+15,154,12489348,1.82E+11,2.21E+18
22763,3.30E+15,114,12430746,47488876537,5.43E+17
50548,5.28E+15,322,12505485,1.52E+11,1.83E+18
48990,4.38E+15,233,12479404,1.70E+11,2.08E+18
54077,5.37E+15,150,12486436,1.07E+11,1.33E+18
32477,3.43E+15,94,12432136,30165634881,3.67E+17
40256,4.37E+15,210,12464283,78250539769,8.98E+17
18468,3.35E+15,79,12475407,35290456820,2.77E+17
44487,3.60E+15,230,12460997,82049977108,1.03E+18
40751,3.76E+15,122,12429969,98601530871,1.13E+18
39741,3.41E+15,172,12467175,18575028693,2.56E+17
53657,3.32E+15,155,12474673,89258066441,1.07E+18
36144,3.41E+15,161,12471725,25641651205,3.03E+17
58953,4.85E+15,246,12504119,2.03E+11,2.53E+18
35761,5.18E+15,152,12500145,1.26E+11,1.54E+18
46379,3.33E+15,266,12375327,86094684235,1.13E+18
50500,5.09E+15,179,12387870,1.79E+11,2.12E+18
46395,4.47E+15,221,12462547,77675197697,9.50E+17
51855,4.89E+15,281,12486506,1.13E+11,1.41E+18
42611,4.96E+15,166,12372518,2.22E+11,2.74E+18
7638,3.24E+15,39,12462765,32162457233,3.31E+17
56569,4.55E+15,249,12500086,2.82E+11,3.31E+18
29692,4.02E+15,151,12510987,81021778488,9.96E+17
39482,3.55E+15,184,12480550,65160179390,8.85E+17
54759,3.66E+15,212,12479585,2.07E+11,2.46E+18
30918,5.20E+15,144,12517383,1.11E+11,1.35E+18
41843,3.44E+15,111,12488602,37194988650,4.36E+17
59114,3.66E+15,168,12490905,2.17E+11,1.54E+18
38183,3.28E+15,183,12486385,46851852412,5.79E+17
44946,4.28E+15,228,12478424,42689549120,6.96E+17
39989,3.52E+15,165,12504249,1.19E+11,1.48E+18
39981,3.53E+15,197,12244313,42193780560,4.25E+17
37182,4.03E+15,201,12490009,1.39E+11,1.72E+18
37309,3.25E+15,134,12488301,29692836336,3.10E+17
36958,3.92E+15,196,12479267,89406147528,1.09E+18
36310,3.35E+15,191,12328156,36504721378,4.20E+17
64990,3.81E+15,570,12421409,7552392549,1.08E+17
39521,4.76E+15,246,12471538,83227895266,1.07E+18
51606,3.94E+15,172,12508245,68800591845,8.02E+17
44637,5.24E+15,213,12492318,1.91E+11,2.32E+18
54839,4.73E+15,288,12466096,1.28E+11,1.61E+18
45532,3.38E+15,205,12456460,47618827616,5.40E+17
35570,3.37E+15,171,12440218,31182119911,3.40E+17
55050,3.57E+15,177,12498865,51643243878,5.91E+17
37460,3.68E+15,152,12475240,30212078040,3.68E+17
61183,4.57E+15,297,12490453,79308590302,9.98E+17
19533,3.55E+15,70,12376619,40863474096,2.93E+17
36816,4.16E+15,156,12459197,71878762896,8.25E+17
38044,3.85E+15,180,12489447,66903130809,8.06E+17
33406,3.84E+15,140,12501014,65307299062,7.38E+17
53414,3.56E+15,198,12482520,68706167911,8.86E+17
39410,3.46E+15,138,12450718,32431166326,3.19E+17
